Card,Colors,Notes,Image,Image URL
Phylactery Lich,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/a/6/a6e359c3-2a18-4240-b38a-216372161cd8.jpg?1562303456,https://cards.scryfall.io/normal/front/a/6/a6e359c3-2a18-4240-b38a-216372161cd8.jpg?1562303456
Carnivorous Plant,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/a/f/afa8023b-1afc-4c05-864e-96f65b0aa140.jpg?1559592434,https://cards.scryfall.io/normal/front/a/f/afa8023b-1afc-4c05-864e-96f65b0aa140.jpg?1559592434
Mithril Coat,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/0/f/0fd1fc09-a09d-45e6-8a07-3a8a83b4e6ec.jpg?1686970224,https://cards.scryfall.io/normal/front/0/f/0fd1fc09-a09d-45e6-8a07-3a8a83b4e6ec.jpg?1686970224
Lotus Field,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/e/e/ee5ac47c-e8b6-400e-b91e-a7cd0f952cf1.jpg?1779102236,https://cards.scryfall.io/normal/front/e/e/ee5ac47c-e8b6-400e-b91e-a7cd0f952cf1.jpg?1779102236
Ogre Sentry,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/b/b/bb6e7b24-9430-4ac9-bd62-1770b8749090.jpg?1576382922,https://cards.scryfall.io/normal/front/b/b/bb6e7b24-9430-4ac9-bd62-1770b8749090.jpg?1576382922
The One Ring,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/d/5/d5806e68-1054-458e-866d-1f2470f682b2.jpg?1763472900,https://cards.scryfall.io/normal/front/d/5/d5806e68-1054-458e-866d-1f2470f682b2.jpg?1763472900
Lord of Change,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/f/9/f9099d82-c13a-480d-b4bc-ecf8b810427c.jpg?1673308574,https://cards.scryfall.io/normal/front/f/9/f9099d82-c13a-480d-b4bc-ecf8b810427c.jpg?1673308574
Omen of the Dead,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/8/0/8023fc44-fb8e-420d-a68c-b45912c4e5bd.jpg?1581479918,https://cards.scryfall.io/normal/front/8/0/8023fc44-fb8e-420d-a68c-b45912c4e5bd.jpg?1581479918
Chameleon Colossus,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/1/5/15401ca4-f6cd-400e-8e5e-ea47493b56a4.jpg?1631587790,https://cards.scryfall.io/normal/front/1/5/15401ca4-f6cd-400e-8e5e-ea47493b56a4.jpg?1631587790
Electrostatic Field,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/2/1/21923a95-e65e-4f4a-81f8-fc0895beb107.jpg?1712354416,https://cards.scryfall.io/normal/front/2/1/21923a95-e65e-4f4a-81f8-fc0895beb107.jpg?1712354416
Knight of Malice,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/b/b/bb678e10-e5a4-4143-8e49-7b523118674e.jpg?1730490907,https://cards.scryfall.io/normal/front/b/b/bb678e10-e5a4-4143-8e49-7b523118674e.jpg?1730490907
"Thassa, Deep-Dwelling",Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/c/8/c83ed3e0-82d0-4410-a6ca-b0f923eadf83.jpg?1581479572,https://cards.scryfall.io/normal/front/c/8/c83ed3e0-82d0-4410-a6ca-b0f923eadf83.jpg?1581479572
Bassara Tower Archer,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/9/5/95a1e5c2-7f5b-4ae4-83d9-06e334ba57ea.jpg?1593096148,https://cards.scryfall.io/normal/front/9/5/95a1e5c2-7f5b-4ae4-83d9-06e334ba57ea.jpg?1593096148
The Soul Stone,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/1/9/1982f910-a9bd-4e94-a187-84381b22aacc.jpg?1757377171,https://cards.scryfall.io/normal/front/1/9/1982f910-a9bd-4e94-a187-84381b22aacc.jpg?1757377171
Goblin Piledriver,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/4/b/4b332e3d-dcf4-4f62-8130-124ec5d23b90.jpg?1770142912,https://cards.scryfall.io/normal/front/4/b/4b332e3d-dcf4-4f62-8130-124ec5d23b90.jpg?1770142912
Wall of Wood,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/1/8/1864e25e-f940-47e5-9439-ab721049c690.jpg?1562544339,https://cards.scryfall.io/normal/front/1/8/1864e25e-f940-47e5-9439-ab721049c690.jpg?1562544339
"Toski, Bearer of Secrets",Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/e/8/e82e61d1-488d-4627-a54c-d8496a967814.jpg?1706240948,https://cards.scryfall.io/normal/front/e/8/e82e61d1-488d-4627-a54c-d8496a967814.jpg?1706240948
Gladecover Scout,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/e/1/e112d77d-f019-4709-b31a-b02952df0e35.jpg?1562836199,https://cards.scryfall.io/normal/front/e/1/e112d77d-f019-4709-b31a-b02952df0e35.jpg?1562836199
Umara Entangler,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/0/d/0d4ddc45-cd67-4b2c-84d0-4604783fd8e7.jpg?1562897715,https://cards.scryfall.io/normal/front/0/d/0d4ddc45-cd67-4b2c-84d0-4604783fd8e7.jpg?1562897715
Blood Knight,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/0/f/0f2133c0-8561-4264-8802-1b2933abf186.jpg?1562565773,https://cards.scryfall.io/normal/front/0/f/0f2133c0-8561-4264-8802-1b2933abf186.jpg?1562565773
Needlebug,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/d/5/d54fbd8a-1e2a-450e-98f2-26bbc9e9ac79.jpg?1562158966,https://cards.scryfall.io/normal/front/d/5/d54fbd8a-1e2a-450e-98f2-26bbc9e9ac79.jpg?1562158966
Rakdos Shred-Freak,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21)",,https://cards.scryfall.io/normal/front/a/6/a620ff81-61e8-4d76-a26f-d6271f8aac7d.jpg?1706240163,https://cards.scryfall.io/normal/front/a/6/a620ff81-61e8-4d76-a26f-d6271f8aac7d.jpg?1706240163
Sylvan Caryatid,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/2/6/2662837c-3837-4da9-80b4-79edb0b6c289.jpg?1743207027,https://cards.scryfall.io/normal/front/2/6/2662837c-3837-4da9-80b4-79edb0b6c289.jpg?1743207027
Dualcaster Mage,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/d/e/defcc4a3-40e0-4f5d-b23c-6cd6a614abc1.jpg?1625193684,https://cards.scryfall.io/normal/front/d/e/defcc4a3-40e0-4f5d-b23c-6cd6a614abc1.jpg?1625193684
Punk Frogs,"Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21)",,https://cards.scryfall.io/normal/front/3/7/375c91a3-53c4-4f2d-bf7b-2c79a219d3ae.jpg?1771587049,https://cards.scryfall.io/normal/front/3/7/375c91a3-53c4-4f2d-bf7b-2c79a219d3ae.jpg?1771587049
Soltari Priest,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/4/5/45a3854c-147e-4644-8438-d973648c974d.jpg?1562429342,https://cards.scryfall.io/normal/front/4/5/45a3854c-147e-4644-8438-d973648c974d.jpg?1562429342
Master of Waves,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/1/4/14cd5387-c6aa-4430-8edb-05da6b4e2ff5.jpg?1592764548,https://cards.scryfall.io/normal/front/1/4/14cd5387-c6aa-4430-8edb-05da6b4e2ff5.jpg?1592764548
Murmuring Phantasm,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/8/7/87c1aaff-ab26-437e-a88a-494683aec831.jpg?1600726117,https://cards.scryfall.io/normal/front/8/7/87c1aaff-ab26-437e-a88a-494683aec831.jpg?1600726117
"Kitsa, Otterball Elite",Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/c/8/c8ff751a-ec64-41d5-b22c-2a483ad9a9b2.jpg?1721426117,https://cards.scryfall.io/normal/front/c/8/c8ff751a-ec64-41d5-b22c-2a483ad9a9b2.jpg?1721426117
Illvoi Galeblade,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/7/6/769f7d13-a312-4d79-8639-6ae248452448.jpg?1752946779,https://cards.scryfall.io/normal/front/7/6/769f7d13-a312-4d79-8639-6ae248452448.jpg?1752946779
Secret Door,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/3/1/3191e400-aa4e-4955-aca0-ecbe63ea240f.jpg?1627703662,https://cards.scryfall.io/normal/front/3/1/3191e400-aa4e-4955-aca0-ecbe63ea240f.jpg?1627703662
Disciple of Malice,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/7/4/74cc7ab0-a5db-4ae9-af9a-89fd5aaaab57.jpg?1562922559,https://cards.scryfall.io/normal/front/7/4/74cc7ab0-a5db-4ae9-af9a-89fd5aaaab57.jpg?1562922559
Goblin Firebomb,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/5/5/55ab3f99-9541-4100-818c-5d9e916791e4.jpg?1730490738,https://cards.scryfall.io/normal/front/5/5/55ab3f99-9541-4100-818c-5d9e916791e4.jpg?1730490738
Monastery Swiftspear,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/d/6/d6bfa227-4309-40ed-952c-279595eab17e.jpg?1701690543,https://cards.scryfall.io/normal/front/d/6/d6bfa227-4309-40ed-952c-279595eab17e.jpg?1701690543
Dusk Rose Reliquary,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/a/5/a5f231ef-4167-4b0a-b54c-a098b2eb2f6f.jpg?1699043151,https://cards.scryfall.io/normal/front/a/5/a5f231ef-4167-4b0a-b54c-a098b2eb2f6f.jpg?1699043151
"Avacyn, Angel of Hope",White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/7/4/74e5dcec-ef1d-4461-bb23-61d98ff082dd.jpg?1738103978,https://cards.scryfall.io/normal/front/7/4/74e5dcec-ef1d-4461-bb23-61d98ff082dd.jpg?1738103978
Sunset Saboteur,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/3/9/396bca07-82ba-49b7-b79e-7784b3a06d48.jpg?1752947024,https://cards.scryfall.io/normal/front/3/9/396bca07-82ba-49b7-b79e-7784b3a06d48.jpg?1752947024
Cursed Firebreathing Yogurt,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/6/5/6534ab2b-ed2e-4c51-914d-920dc2307f43.jpg?1675457196,https://cards.scryfall.io/normal/front/6/5/6534ab2b-ed2e-4c51-914d-920dc2307f43.jpg?1675457196
Stormchaser Mage,"Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21)",,https://cards.scryfall.io/normal/front/7/b/7bba1b45-d8ae-42fd-b30f-c904640ab173.jpg?1562919887,https://cards.scryfall.io/normal/front/7/b/7bba1b45-d8ae-42fd-b30f-c904640ab173.jpg?1562919887
Gift of Granite,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/d/7/d7b5231b-aed9-4b88-aba5-43e57a705dc5.jpg?1562938328,https://cards.scryfall.io/normal/front/d/7/d7b5231b-aed9-4b88-aba5-43e57a705dc5.jpg?1562938328
Spear Spewer,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/d/b/dbee1daa-b4ba-49ee-bed1-e70fa09942a2.jpg?1584831051,https://cards.scryfall.io/normal/front/d/b/dbee1daa-b4ba-49ee-bed1-e70fa09942a2.jpg?1584831051
Guac & Marshmallow Pizza,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/a/5/a5405de0-16c9-4e5a-8ceb-00508e212f12.jpg?1771502701,https://cards.scryfall.io/normal/front/a/5/a5405de0-16c9-4e5a-8ceb-00508e212f12.jpg?1771502701
Fortified Rampart,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/5/0/5095e2ab-a7f5-45bc-8b2f-31198ea27bba.jpg?1562913875,https://cards.scryfall.io/normal/front/5/0/5095e2ab-a7f5-45bc-8b2f-31198ea27bba.jpg?1562913875
Venomthrope,"Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21)",,https://cards.scryfall.io/normal/front/e/2/e2284a8a-caf3-4eef-8cd2-6b2f507e7154.jpg?1673309581,https://cards.scryfall.io/normal/front/e/2/e2284a8a-caf3-4eef-8cd2-6b2f507e7154.jpg?1673309581
Hulking Raptor,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/4/5/45f763af-5a6a-404c-8e8c-4dbed71277bc.jpg?1699044419,https://cards.scryfall.io/normal/front/4/5/45f763af-5a6a-404c-8e8c-4dbed71277bc.jpg?1699044419
"Tajic, Blade of the Legion","Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21), White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21)",,https://cards.scryfall.io/normal/front/e/e/eea2cdad-529a-499f-8be7-53f939153b7e.jpg?1673305688,https://cards.scryfall.io/normal/front/e/e/eea2cdad-529a-499f-8be7-53f939153b7e.jpg?1673305688
Sylvan Awakening,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/9/3/93ac4d3d-064e-459d-b3a4-6c0872a2da8c.jpg?1591104718,https://cards.scryfall.io/normal/front/9/3/93ac4d3d-064e-459d-b3a4-6c0872a2da8c.jpg?1591104718
Angler Turtle,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/9/c/9c8d57fc-9695-45df-8b88-0048330608bd.jpg?1674141268,https://cards.scryfall.io/normal/front/9/c/9c8d57fc-9695-45df-8b88-0048330608bd.jpg?1674141268
Defender of Chaos,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/7/1/717ae26a-e5a0-4478-9995-00ea6bd84c03.jpg?1562863282,https://cards.scryfall.io/normal/front/7/1/717ae26a-e5a0-4478-9995-00ea6bd84c03.jpg?1562863282
Bronze Guardian,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/8/c/8cd5cc66-2ade-4142-9269-7d9905b029e5.jpg?1625190905,https://cards.scryfall.io/normal/front/8/c/8cd5cc66-2ade-4142-9269-7d9905b029e5.jpg?1625190905
Knight of Grace,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/4/e/4efb8633-0a70-4ddc-80af-42508ec75cff.jpg?1730490791,https://cards.scryfall.io/normal/front/4/e/4efb8633-0a70-4ddc-80af-42508ec75cff.jpg?1730490791
Crashing Drawbridge,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/0/1/018257cf-8981-4691-92ab-6a33f77c9680.jpg?1743207297,https://cards.scryfall.io/normal/front/0/1/018257cf-8981-4691-92ab-6a33f77c9680.jpg?1743207297
Eldrazi Guacamole Tightrope,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/b/8/b8f1abc7-1a86-4e43-8105-10c1c55e65ba.jpg?1675456946,https://cards.scryfall.io/normal/front/b/8/b8f1abc7-1a86-4e43-8105-10c1c55e65ba.jpg?1675456946
Ihsan's Shade,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/f/f/ff128110-b87e-451c-a51d-9f116892e482.jpg?1562443301,https://cards.scryfall.io/normal/front/f/f/ff128110-b87e-451c-a51d-9f116892e482.jpg?1562443301
Pouncing Cheetah,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/7/3/73f5156b-b200-41f7-8b93-557c4cdc2bf7.jpg?1601079910,https://cards.scryfall.io/normal/front/7/3/73f5156b-b200-41f7-8b93-557c4cdc2bf7.jpg?1601079910
Snare Thopter,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/5/2/52b0ba0d-078e-4f54-81da-88f86227df4f.jpg?1592765274,https://cards.scryfall.io/normal/front/5/2/52b0ba0d-078e-4f54-81da-88f86227df4f.jpg?1592765274
Lightning Visionary,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/a/f/af648aaf-a8e0-4291-acf9-5f8533728f92.jpg?1632261835,https://cards.scryfall.io/normal/front/a/f/af648aaf-a8e0-4291-acf9-5f8533728f92.jpg?1632261835
Monastery Mentor,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/2/3/2343e69d-f30e-4826-953c-fbf31c6079e6.jpg?1743206169,https://cards.scryfall.io/normal/front/2/3/2343e69d-f30e-4826-953c-fbf31c6079e6.jpg?1743206169
Diamond Pick-Axe,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/4/a/4ae30fa7-3d1d-417f-80d7-a668236cb2c1.jpg?1699044256,https://cards.scryfall.io/normal/front/4/a/4ae30fa7-3d1d-417f-80d7-a668236cb2c1.jpg?1699044256
Monoist Sentry,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/a/c/acc503e2-5c3a-4200-beb0-7d193d6c869e.jpg?1752947002,https://cards.scryfall.io/normal/front/a/c/acc503e2-5c3a-4200-beb0-7d193d6c869e.jpg?1752947002
Nine Lives,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/e/7/e70b7a73-484e-48f1-944c-3d38866cdc20.jpg?1594735092,https://cards.scryfall.io/normal/front/e/7/e70b7a73-484e-48f1-944c-3d38866cdc20.jpg?1594735092
Squishy Sphinx Ninja,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/1/4/14222486-bcd3-42be-9598-4976ec9c08ea.jpg?1675457324,https://cards.scryfall.io/normal/front/1/4/14222486-bcd3-42be-9598-4976ec9c08ea.jpg?1675457324
Defender of Law,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/9/c/9c8e8719-8c33-429d-8b95-b7f813888850.jpg?1562863764,https://cards.scryfall.io/normal/front/9/c/9c8e8719-8c33-429d-8b95-b7f813888850.jpg?1562863764
"Purphoros, God of the Forge",Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/4/7/4736a2c4-c89c-48db-a104-6303e7e2eee8.jpg?1689998078,https://cards.scryfall.io/normal/front/4/7/4736a2c4-c89c-48db-a104-6303e7e2eee8.jpg?1689998078
Mistcutter Hydra,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/3/c/3c844ed7-8ed2-4a39-9134-e14e476ab0c4.jpg?1562816923,https://cards.scryfall.io/normal/front/3/c/3c844ed7-8ed2-4a39-9134-e14e476ab0c4.jpg?1562816923
"Akroma, Angel of Fury",Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/2/a/2a81f0b5-5116-4946-89fc-18479bf85305.jpg?1706240815,https://cards.scryfall.io/normal/front/2/a/2a81f0b5-5116-4946-89fc-18479bf85305.jpg?1706240815
"Maha, Its Feathers Night",Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/c/f/cf3320ec-c4e8-405a-982d-e009c58c9e21.jpg?1721426449,https://cards.scryfall.io/normal/front/c/f/cf3320ec-c4e8-405a-982d-e009c58c9e21.jpg?1721426449
Tree of Perdition,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/7/5/750b4c88-26c7-43ec-b6b9-ece3263dfd59.jpg?1767730105,https://cards.scryfall.io/normal/front/7/5/750b4c88-26c7-43ec-b6b9-ece3263dfd59.jpg?1767730105
Dragon's Eye Sentry,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/7/5/750880cd-59bf-4b67-a2d5-9b66e4d05665.jpg?1562788403,https://cards.scryfall.io/normal/front/7/5/750880cd-59bf-4b67-a2d5-9b66e4d05665.jpg?1562788403
"Valgavoth, Terror Eater",Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/7/7/7740ff55-67bb-409e-90f7-2c2c8b8c770a.jpg?1726286296,https://cards.scryfall.io/normal/front/7/7/7740ff55-67bb-409e-90f7-2c2c8b8c770a.jpg?1726286296
Sea Sprite,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/6/c/6c8b47b2-be16-4f65-814c-5c392cbfebec.jpg?1559592376,https://cards.scryfall.io/normal/front/6/c/6c8b47b2-be16-4f65-814c-5c392cbfebec.jpg?1559592376
Haunted Guardian,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/7/d/7d97f8b8-bdb0-4d4b-b077-9affe2f9cd91.jpg?1592709573,https://cards.scryfall.io/normal/front/7/d/7d97f8b8-bdb0-4d4b-b077-9affe2f9cd91.jpg?1592709573
Goldvein Hydra,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/3/b/3baebc29-bc89-4b56-a821-b5d3ca0cd3b4.jpg?1775941491,https://cards.scryfall.io/normal/front/3/b/3baebc29-bc89-4b56-a821-b5d3ca0cd3b4.jpg?1775941491
Vexing Gull,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/8/6/869fee23-df75-448d-9fca-6ba6713d459f.jpg?1581479638,https://cards.scryfall.io/normal/front/8/6/869fee23-df75-448d-9fca-6ba6713d459f.jpg?1581479638
Kefnet the Mindful,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/c/a/ca06ae1a-4080-450a-8ff0-ad6aafd8f04c.jpg?1726284678,https://cards.scryfall.io/normal/front/c/a/ca06ae1a-4080-450a-8ff0-ad6aafd8f04c.jpg?1726284678
Archivist of Oghma,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/f/6/f6589e02-8c84-4069-88d1-ebcc8520cae1.jpg?1674134875,https://cards.scryfall.io/normal/front/f/6/f6589e02-8c84-4069-88d1-ebcc8520cae1.jpg?1674134875
Agent of Atlas,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/a/9/a9db550e-ed1f-4973-a7f5-ec2e6adb8e6b.jpg?1780925411,https://cards.scryfall.io/normal/front/a/9/a9db550e-ed1f-4973-a7f5-ec2e6adb8e6b.jpg?1780925411
Goblin Outlander,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21)",,https://cards.scryfall.io/normal/front/5/e/5e33683b-8bda-4bb9-beb4-fc0cd5ed79ae.jpg?1562801258,https://cards.scryfall.io/normal/front/5/e/5e33683b-8bda-4bb9-beb4-fc0cd5ed79ae.jpg?1562801258
Valgavoth's Lair,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/6/5/65ff914e-3f3e-4b7a-b69d-73575b68fb8e.jpg?1726286886,https://cards.scryfall.io/normal/front/6/5/65ff914e-3f3e-4b7a-b69d-73575b68fb8e.jpg?1726286886
Archon of Absolution,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/6/8/684ca60c-7ed4-49e1-b54a-91d129539375.jpg?1572489614,https://cards.scryfall.io/normal/front/6/8/684ca60c-7ed4-49e1-b54a-91d129539375.jpg?1572489614
